"year","country","region","wealth","quality.of.government"
2006,"UK","Surrey, East and West Sussex",35000,NA
2007,"UK","Surrey, East and West Sussex",36200,NA
2008,"UK","Surrey, East and West Sussex",31600,NA
2009,"UK","Surrey, East and West Sussex",27700,NA
2010,"UK","Surrey, East and West Sussex",30200,NA
2011,"UK","Surrey, East and West Sussex",30100,NA
2012,"UK","Surrey, East and West Sussex",34100,NA
2013,"UK","Surrey, East and West Sussex",34000,NA
2000,"UK","Hampshire and Isle of Wight",28900,NA
2001,"UK","Hampshire and Isle of Wight",30000,NA
2002,"UK","Hampshire and Isle of Wight",31700,NA
2003,"UK","Hampshire and Isle of Wight",29000,NA
2004,"UK","Hampshire and Isle of Wight",30900,NA
2005,"UK","Hampshire and Isle of Wight",31800,NA
2006,"UK","Hampshire and Isle of Wight",33500,NA
2007,"UK","Hampshire and Isle of Wight",35400,NA
2008,"UK","Hampshire and Isle of Wight",31100,NA
2009,"UK","Hampshire and Isle of Wight",27100,NA
2010,"UK","Hampshire and Isle of Wight",29800,NA
2011,"UK","Hampshire and Isle of Wight",30200,NA
2012,"UK","Hampshire and Isle of Wight",33300,NA
2013,"UK","Hampshire and Isle of Wight",32800,NA
2000,"UK","Kent",23600,NA
2001,"UK","Kent",24300,NA
2002,"UK","Kent",25500,NA
2003,"UK","Kent",24100,NA
2004,"UK","Kent",25700,NA
2005,"UK","Kent",27100,NA
2006,"UK","Kent",27900,NA
2007,"UK","Kent",28800,NA
2008,"UK","Kent",25500,NA
2009,"UK","Kent",21700,NA
2010,"UK","Kent",23600,NA
2011,"UK","Kent",24000,NA
2012,"UK","Kent",26400,NA
2013,"UK","Kent",25800,NA
2000,"UK","SOUTH WEST (ENGLAND)",25400,NA
2001,"UK","SOUTH WEST (ENGLAND)",26100,NA
2002,"UK","SOUTH WEST (ENGLAND)",27000,NA
2003,"UK","SOUTH WEST (ENGLAND)",26100,NA
2004,"UK","SOUTH WEST (ENGLAND)",28000,NA
2005,"UK","SOUTH WEST (ENGLAND)",28900,NA
2006,"UK","SOUTH WEST (ENGLAND)",30100,NA
2007,"UK","SOUTH WEST (ENGLAND)",31600,NA
2008,"UK","SOUTH WEST (ENGLAND)",27600,NA
2009,"UK","SOUTH WEST (ENGLAND)",24300,NA
2010,"UK","SOUTH WEST (ENGLAND)",26600,1.06357
2011,"UK","SOUTH WEST (ENGLAND)",26500,NA
2012,"UK","SOUTH WEST (ENGLAND)",28900,NA
2013,"UK","SOUTH WEST (ENGLAND)",28600,0.522235
2000,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",29400,NA
2001,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",30500,NA
2002,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",31800,NA
2003,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",30400,NA
2004,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",32500,NA
2005,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",33200,NA
2006,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",34000,NA
2007,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",36400,NA
2008,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",31900,NA
2009,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",28000,NA
2010,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",31100,NA
2011,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",30600,NA
2012,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",33100,NA
2013,"UK","Gloucestershire, Wiltshire and Bristol/Bath area",32800,NA
2000,"UK","Dorset and Somerset",24300,NA
2001,"UK","Dorset and Somerset",24200,NA
2002,"UK","Dorset and Somerset",24300,NA
2003,"UK","Dorset and Somerset",23700,NA
2004,"UK","Dorset and Somerset",25200,NA
2005,"UK","Dorset and Somerset",26700,NA
2006,"UK","Dorset and Somerset",28200,NA
2007,"UK","Dorset and Somerset",29200,NA
2008,"UK","Dorset and Somerset",25600,NA
2009,"UK","Dorset and Somerset",22500,NA
2010,"UK","Dorset and Somerset",24000,NA
2011,"UK","Dorset and Somerset",24300,NA
2012,"UK","Dorset and Somerset",26700,NA
2013,"UK","Dorset and Somerset",26200,NA
2000,"UK","Cornwall and Isles of Scilly",18700,NA
2001,"UK","Cornwall and Isles of Scilly",19000,NA
2002,"UK","Cornwall and Isles of Scilly",20600,NA
2003,"UK","Cornwall and Isles of Scilly",21100,NA
2004,"UK","Cornwall and Isles of Scilly",21500,NA
2005,"UK","Cornwall and Isles of Scilly",22200,NA
2006,"UK","Cornwall and Isles of Scilly",24700,NA
2007,"UK","Cornwall and Isles of Scilly",25000,NA
2008,"UK","Cornwall and Isles of Scilly",21700,NA
2009,"UK","Cornwall and Isles of Scilly",19300,NA
2010,"UK","Cornwall and Isles of Scilly",20500,NA
2011,"UK","Cornwall and Isles of Scilly",20800,NA
2012,"UK","Cornwall and Isles of Scilly",23600,NA
2013,"UK","Cornwall and Isles of Scilly",22800,NA
2000,"UK","Devon",21600,NA
2001,"UK","Devon",22500,NA
2002,"UK","Devon",23500,NA
2003,"UK","Devon",22600,NA
2004,"UK","Devon",25100,NA
2005,"UK","Devon",25700,NA
2006,"UK","Devon",26900,NA
2007,"UK","Devon",27600,NA
2008,"UK","Devon",24100,NA
2009,"UK","Devon",21100,NA
2010,"UK","Devon",23100,NA
2011,"UK","Devon",22900,NA
2012,"UK","Devon",25100,NA
2013,"UK","Devon",25200,NA
2000,"UK","WALES",20200,NA
2001,"UK","WALES",20000,NA
2002,"UK","WALES",20900,NA
2003,"UK","WALES",20400,NA
2004,"UK","WALES",22300,NA
2005,"UK","WALES",23200,NA
2006,"UK","WALES",24400,NA
2007,"UK","WALES",25300,NA
2008,"UK","WALES",21400,NA
2009,"UK","WALES",19100,NA
2010,"UK","WALES",20200,0.763792
2011,"UK","WALES",21000,NA
2012,"UK","WALES",23000,NA
2013,"UK","WALES",22700,0.38925
2000,"UK","West Wales and The Valleys",17200,NA
2001,"UK","West Wales and The Valleys",17000,NA
2002,"UK","West Wales and The Valleys",18000,NA
2003,"UK","West Wales and The Valleys",17200,NA
2004,"UK","West Wales and The Valleys",19100,NA
2005,"UK","West Wales and The Valleys",20100,NA
2006,"UK","West Wales and The Valleys",21200,NA
2007,"UK","West Wales and The Valleys",21800,NA
2008,"UK","West Wales and The Valleys",18700,NA
2009,"UK","West Wales and The Valleys",17000,NA
2010,"UK","West Wales and The Valleys",17900,NA
2011,"UK","West Wales and The Valleys",18600,NA
2012,"UK","West Wales and The Valleys",20500,NA
2013,"UK","West Wales and The Valleys",20300,NA
2000,"UK","East Wales",25400,NA
2001,"UK","East Wales",25400,NA
2002,"UK","East Wales",26000,NA
2003,"UK","East Wales",25800,NA
2004,"UK","East Wales",27900,NA
2005,"UK","East Wales",28600,NA
2006,"UK","East Wales",30100,NA
2007,"UK","East Wales",31300,NA
2008,"UK","East Wales",25900,NA
2009,"UK","East Wales",22700,NA
2010,"UK","East Wales",24100,NA
2011,"UK","East Wales",24900,NA
2012,"UK","East Wales",27300,NA
2013,"UK","East Wales",26900,NA
2000,"UK","SCOTLAND",25600,NA
2001,"UK","SCOTLAND",26500,NA
2002,"UK","SCOTLAND",27300,NA
2003,"UK","SCOTLAND",26100,NA
2004,"UK","SCOTLAND",28400,NA
2005,"UK","SCOTLAND",29800,NA
2006,"UK","SCOTLAND",31700,NA
2007,"UK","SCOTLAND",32900,NA
2008,"UK","SCOTLAND",28800,NA
2009,"UK","SCOTLAND",25600,NA
2010,"UK","SCOTLAND",26500,1.26005
2011,"UK","SCOTLAND",26900,NA
2012,"UK","SCOTLAND",29300,NA
2013,"UK","SCOTLAND",29300,0.614953
2000,"UK","North Eastern Scotland",NA,NA
2001,"UK","North Eastern Scotland",NA,NA
2002,"UK","North Eastern Scotland",NA,NA
2003,"UK","North Eastern Scotland",NA,NA
2004,"UK","North Eastern Scotland",NA,NA
2005,"UK","North Eastern Scotland",NA,NA
2006,"UK","North Eastern Scotland",NA,NA
2007,"UK","North Eastern Scotland",NA,NA
2008,"UK","North Eastern Scotland",NA,NA
2009,"UK","North Eastern Scotland",NA,NA
2010,"UK","North Eastern Scotland",NA,NA
2011,"UK","North Eastern Scotland",NA,NA
2012,"UK","North Eastern Scotland",NA,NA
2013,"UK","North Eastern Scotland",NA,NA
2000,"UK","Eastern Scotland",26200,NA
2001,"UK","Eastern Scotland",26700,NA
2002,"UK","Eastern Scotland",28400,NA
2003,"UK","Eastern Scotland",27300,NA
2004,"UK","Eastern Scotland",29700,NA
2005,"UK","Eastern Scotland",30300,NA
2006,"UK","Eastern Scotland",32800,NA
2007,"UK","Eastern Scotland",34200,NA
2008,"UK","Eastern Scotland",29000,NA
2009,"UK","Eastern Scotland",25800,NA
2010,"UK","Eastern Scotland",26700,NA
2011,"UK","Eastern Scotland",26700,NA
2012,"UK","Eastern Scotland",29200,NA
2013,"UK","Eastern Scotland",28900,NA
2000,"UK","South Western Scotland",23900,NA
2001,"UK","South Western Scotland",25000,NA
2002,"UK","South Western Scotland",25100,NA
2003,"UK","South Western Scotland",24200,NA
2004,"UK","South Western Scotland",26200,NA
2005,"UK","South Western Scotland",28100,NA
2006,"UK","South Western Scotland",29300,NA
2007,"UK","South Western Scotland",29900,NA
2008,"UK","South Western Scotland",26100,NA
2009,"UK","South Western Scotland",23200,NA
2010,"UK","South Western Scotland",24000,NA
2011,"UK","South Western Scotland",24200,NA
2012,"UK","South Western Scotland",26000,NA
2013,"UK","South Western Scotland",26200,NA
2000,"UK","Highlands and Islands",NA,NA
2001,"UK","Highlands and Islands",NA,NA
2002,"UK","Highlands and Islands",NA,NA
2003,"UK","Highlands and Islands",NA,NA
2004,"UK","Highlands and Islands",NA,NA
2005,"UK","Highlands and Islands",NA,NA
2006,"UK","Highlands and Islands",NA,NA
2007,"UK","Highlands and Islands",NA,NA
2008,"UK","Highlands and Islands",NA,NA
2009,"UK","Highlands and Islands",NA,NA
2010,"UK","Highlands and Islands",NA,NA
2011,"UK","Highlands and Islands",NA,NA
2012,"UK","Highlands and Islands",NA,NA
2013,"UK","Highlands and Islands",NA,NA
2000,"UK","North Eastern Scotland",33600,NA
2001,"UK","North Eastern Scotland",35700,NA
2002,"UK","North Eastern Scotland",36300,NA
2003,"UK","North Eastern Scotland",33400,NA
2004,"UK","North Eastern Scotland",35700,NA
2005,"UK","North Eastern Scotland",37500,NA
2006,"UK","North Eastern Scotland",41600,NA
2007,"UK","North Eastern Scotland",46500,NA
2008,"UK","North Eastern Scotland",43800,NA
2009,"UK","North Eastern Scotland",38500,NA
2010,"UK","North Eastern Scotland",41100,NA
2011,"UK","North Eastern Scotland",42900,NA
2012,"UK","North Eastern Scotland",48200,NA
2013,"UK","North Eastern Scotland",48100,NA
2000,"UK","Highlands and Islands",23600,NA
2001,"UK","Highlands and Islands",23900,NA
2002,"UK","Highlands and Islands",24700,NA
2003,"UK","Highlands and Islands",23600,NA
2004,"UK","Highlands and Islands",26800,NA
2005,"UK","Highlands and Islands",28600,NA
2006,"UK","Highlands and Islands",28800,NA
2007,"UK","Highlands and Islands",29400,NA
2008,"UK","Highlands and Islands",26100,NA
2009,"UK","Highlands and Islands",23200,NA
2010,"UK","Highlands and Islands",24100,NA
2011,"UK","Highlands and Islands",25000,NA
2012,"UK","Highlands and Islands",26900,NA
2013,"UK","Highlands and Islands",27000,NA
2000,"UK","NORTHERN IRELAND",23000,NA
2001,"UK","NORTHERN IRELAND",23100,NA
2002,"UK","NORTHERN IRELAND",23400,NA
2003,"UK","NORTHERN IRELAND",23300,NA
2004,"UK","NORTHERN IRELAND",24600,NA
2005,"UK","NORTHERN IRELAND",25800,NA
2006,"UK","NORTHERN IRELAND",27600,NA
2007,"UK","NORTHERN IRELAND",29300,NA
2008,"UK","NORTHERN IRELAND",24700,NA
2009,"UK","NORTHERN IRELAND",21100,NA
2010,"UK","NORTHERN IRELAND",22400,0.897796
2011,"UK","NORTHERN IRELAND",22700,NA
2012,"UK","NORTHERN IRELAND",24800,NA
2013,"UK","NORTHERN IRELAND",24200,0.731184
2000,"UK","Northern Ireland",23000,NA
2001,"UK","Northern Ireland",23100,NA
2002,"UK","Northern Ireland",23400,NA
2003,"UK","Northern Ireland",23300,NA
2004,"UK","Northern Ireland",24600,NA
2005,"UK","Northern Ireland",25800,NA
2006,"UK","Northern Ireland",27600,NA
2007,"UK","Northern Ireland",29300,NA
2008,"UK","Northern Ireland",24700,NA
2009,"UK","Northern Ireland",21100,NA
2010,"UK","Northern Ireland",22400,NA
2011,"UK","Northern Ireland",22700,NA
2012,"UK","Northern Ireland",24800,NA
2013,"UK","Northern Ireland",24200,NA
2000,"UK","EXTRA-REGIO NUTS 1",NA,NA
2001,"UK","EXTRA-REGIO NUTS 1",NA,NA
2002,"UK","EXTRA-REGIO NUTS 1",NA,NA
2003,"UK","EXTRA-REGIO NUTS 1",NA,NA
2004,"UK","EXTRA-REGIO NUTS 1",NA,NA
2005,"UK","EXTRA-REGIO NUTS 1",NA,NA
2006,"UK","EXTRA-REGIO NUTS 1",NA,NA
2007,"UK","EXTRA-REGIO NUTS 1",NA,NA
2008,"UK","EXTRA-REGIO NUTS 1",NA,NA
2009,"UK","EXTRA-REGIO NUTS 1",NA,NA
2010,"UK","EXTRA-REGIO NUTS 1",NA,NA
2011,"UK","EXTRA-REGIO NUTS 1",NA,NA
2012,"UK","EXTRA-REGIO NUTS 1",NA,NA
2013,"UK","EXTRA-REGIO NUTS 1",NA,NA
2000,"UK","Extra-Regio NUTS 2",NA,NA
2001,"UK","Extra-Regio NUTS 2",NA,NA
2002,"UK","Extra-Regio NUTS 2",NA,NA
2003,"UK","Extra-Regio NUTS 2",NA,NA
2004,"UK","Extra-Regio NUTS 2",NA,NA
2005,"UK","Extra-Regio NUTS 2",NA,NA
2006,"UK","Extra-Regio NUTS 2",NA,NA
2007,"UK","Extra-Regio NUTS 2",NA,NA
2008,"UK","Extra-Regio NUTS 2",NA,NA
2009,"UK","Extra-Regio NUTS 2",NA,NA
2010,"UK","Extra-Regio NUTS 2",NA,NA
2011,"UK","Extra-Regio NUTS 2",NA,NA
2012,"UK","Extra-Regio NUTS 2",NA,NA
2013,"UK","Extra-Regio NUTS 2",NA,NA
